ID	baseMean	log2FoldChange	padj	Label	Level
LINC01446	0.7	-1.2	1	-	NoDiff
HTN3	3	-0.2	1	-	NoDiff
TECRL	1.7	0.9	1	-	NoDiff
AC020741.1	2.4	0.2	1	-	NoDiff
MANSC4	2.5	-0.9	1	-	NoDiff
CRLF2	0.9	-0.1	1	-	NoDiff
GAGE1	0.5	0	1	-	NoDiff
ARRDC5	0.5	-0.6	1	-	NoDiff
LINC01531	3.8	0.2	1	-	NoDiff
DPP9-AS1	4.1	-0.3	1	-	NoDiff
AC098591.1	1.2	0.3	1	-	NoDiff
C16orf96	1.1	0.8	1	-	NoDiff
RFPL3S	3.3	-0.3	1	-	NoDiff
C22orf42	1.1	0.6	1	-	NoDiff
RPS3AP47	1	0.2	1	-	NoDiff
FAM90A2P	1.6	1.4	1	-	NoDiff
AC019155.1	5.5	-1.1	1	-	NoDiff
ONECUT3	2.3	-0.1	1	-	NoDiff
C21orf62	0.6	-0.8	1	-	NoDiff
HSP90AA5P	0.5	0.3	1	-	NoDiff
AL121823.1	0.6	1.7	1	-	NoDiff
SERPINB5	0.9	-0.4	1	-	NoDiff
ZDHHC11B	1	-1.9	1	-	NoDiff
CFAP99	1.1	0.8	1	-	NoDiff
EGFEM1P	1.2	-0.9	1	-	NoDiff
FAM230H	1	0.8	1	-	NoDiff
P2RX6P	1.9	0.6	1	-	NoDiff
GYG2P1	3.3	1	1	-	NoDiff
Z69890.1	1.2	-0.3	1	-	NoDiff
ELOA2	0.5	1.1	1	-	NoDiff
DUXAP8	229.7	0	1	-	NoDiff
ANKUB1	1.1	0	1	-	NoDiff
TSSK2	1.7	4.1	1	-	NoDiff
HNRNPA1P4	1.3	-0.2	1	-	NoDiff
AL359555.1	3.8	1.1	1	-	NoDiff
FOXL2NB	5	0.5	1	-	NoDiff
TMEM200C	1.3	2.2	1	-	NoDiff
AC117402.1	2.5	0.2	1	-	NoDiff
TRIM71	0.6	-0.8	1	-	NoDiff
XKR4	6	-0.7	1	-	NoDiff
RNVU1-7	1	0.6	1	-	NoDiff
SNORA22B	0.5	-0.4	1	-	NoDiff
RNU6-1	3	-0.6	1	-	NoDiff
SNORD60	2.3	-1	1	-	NoDiff
SNORA22	1.5	-0.8	1	-	NoDiff
RNU1-1	4.1	1.3	1	-	NoDiff
RNU6-1039P	3.2	-1.8	1	-	NoDiff
RNU6-945P	0.5	2.4	1	-	NoDiff
RNU6-1189P	2.5	1.1	1	-	NoDiff
RNU6-26P	1.6	-1.3	1	-	NoDiff
SNORD101	2.3	-0.4	1	-	NoDiff
SNORA5A	0.9	2.2	1	-	NoDiff
RNU6-890P	0.6	-0.8	1	-	NoDiff
RF00432	0.8	-0.4	1	-	NoDiff
SNORA75	1.3	0.8	1	-	NoDiff
RNU6-36P	4.1	0.2	1	-	NoDiff
RNU6-1024P	1.2	0.4	1	-	NoDiff
SNORA50A	0.6	0.2	1	-	NoDiff
SNORD63	0.5	0.2	1	-	NoDiff
SNORD116-2	0.8	-1.3	1	-	NoDiff
SNORD116-3	0.6	-2.8	1	-	NoDiff
SNORD59A	0.7	1.8	1	-	NoDiff
RF00019	0.8	1.5	1	-	NoDiff
RNU6-3P	2.1	0.2	1	-	NoDiff
SNORD116-1	0.7	1.9	1	-	NoDiff
RNU1-106P	0.5	0.6	1	-	NoDiff
RF00012	0.6	-0.7	1	-	NoDiff
RNA5SP187	2.1	-0.1	1	-	NoDiff
RF00019	0.7	0.8	1	-	NoDiff
RF00019	0.6	0	1	-	NoDiff
SNORD116-24	0.9	0.3	1	-	NoDiff
RNU6-30P	0.5	-1.7	1	-	NoDiff
RNVU1-1	1	0.4	1	-	NoDiff
RF00019	1.7	0.7	1	-	NoDiff
RF00019	0.5	-0.6	1	-	NoDiff
RF00019	1.7	-0.1	1	-	NoDiff
RNU6-1011P	0.5	-1.5	1	-	NoDiff
RF00019	3.8	-1	1	-	NoDiff
SNORD15B	0.9	-0.7	1	-	NoDiff
SNORA66	4.2	-0.3	1	-	NoDiff
RNU6-33P	2.1	0.2	1	-	NoDiff
MIR25	2.5	0.1	1	-	NoDiff
MIR647	2.1	0.3	1	-	NoDiff
MIR23B	0.7	-2.3	1	-	NoDiff
MIR3074	1.4	-1.2	1	-	NoDiff
MIR641	3.5	-1.4	1	-	NoDiff
MIR570	4.7	-0.1	1	-	NoDiff
MIR659	0.8	-2.2	1	-	NoDiff
MIR573	0.8	-1.3	1	-	NoDiff
MIR32	0.5	1.4	1	-	NoDiff
MIR590	1.7	1.1	1	-	NoDiff
MIR553	0.6	-1.8	1	-	NoDiff
AP000553.1	1.5	0.4	1	-	NoDiff
MIR199A1	0.6	1.8	1	-	NoDiff
MIR93	0.5	2.5	1	-	NoDiff
MIR27B	5.3	-0.8	1	-	NoDiff
MIR656	1.1	1	1	-	NoDiff
MIR125B1	0.7	-1	1	-	NoDiff
MIR503	2.3	-0.1	1	-	NoDiff
MIR645	0.7	2	1	-	NoDiff
MIR616	2.1	0.8	1	-	NoDiff
SNORD94	1.4	0.9	1	-	NoDiff
SNORD83A	1.8	-0.3	1	-	NoDiff
MT-TV	5.8	0.4	1	-	NoDiff
MT-TI	3.2	-0.2	1	-	NoDiff
MT-TQ	4.1	-0.3	1	-	NoDiff
MT-TM	3	-0.3	1	-	NoDiff
MT-TW	1.7	-0.4	1	-	NoDiff
MT-TD	4.2	0.9	1	-	NoDiff
MT-TK	3.3	0.3	1	-	NoDiff
MT-TR	1.6	0.2	1	-	NoDiff
MT-TS2	3.4	-0.6	1	-	NoDiff
SNORA40	0.8	0.5	1	-	NoDiff
DIO1	2.1	0.5	1	-	NoDiff
IGLV1-51	2.2	-1.5	1	-	NoDiff
AP000346.1	0.8	-0.4	1	-	NoDiff
TRBV5-3	1.3	1.7	1	-	NoDiff
TRBV5-5	0.7	0	1	-	NoDiff
TRBV5-7	2.8	-0.5	1	-	NoDiff
TRBC1	2.1	-1.1	1	-	NoDiff
TRBJ2-3	1.4	-1.7	1	-	NoDiff
MIR374B	1.2	-1.2	1	-	NoDiff
TAS2R19	2.7	0.2	1	-	NoDiff
TAS2R15P	3.2	-0.2	1	-	NoDiff
RF00586	0.6	0.1	1	-	NoDiff
RNA5SP18	1.3	-0.3	1	-	NoDiff
RNA5SP219	1.8	-0.6	1	-	NoDiff
SNORD89	1.8	-1.1	1	-	NoDiff
RNU6-882P	0.6	0.4	1	-	NoDiff
SNORA53	0.9	-0.6	1	-	NoDiff
SNORD69	1.4	0	1	-	NoDiff
SNORD19	0.7	1.8	1	-	NoDiff
RNU6-510P	1.2	0.4	1	-	NoDiff
RF00191	0.5	-0.6	1	-	NoDiff
SNORA26	4.4	-1.2	1	-	NoDiff
SNORA3B	2.1	0	1	-	NoDiff
ZRSR2P1	4	0.2	1	-	NoDiff
AC064799.1	2.5	3.1	1	-	NoDiff
KRTAP2-3	0.6	1.5	1	-	NoDiff
LINC02656	2.6	0.2	1	-	NoDiff
EWSAT1	3.3	-1	1	-	NoDiff
ST13P5	0.8	0.7	1	-	NoDiff
RPS26P3	0.7	-0.2	1	-	NoDiff
RPL23AP4	1.1	-3.7	1	-	NoDiff
Z97192.1	0.7	-0.2	1	-	NoDiff
BX005266.1	0.8	-3.2	1	-	NoDiff
BX088651.1	3.1	0.3	1	-	NoDiff
HNRNPA1P40	0.6	-0.8	1	-	NoDiff
POU5F1B	2.7	0.2	1	-	NoDiff
RPS15AP36	1.5	1.4	1	-	NoDiff
AL590762.1	0.8	-2.4	1	-	NoDiff
SYT3	2.8	-1.8	1	-	NoDiff
AURKAP1	0.7	-0.1	1	-	NoDiff
RPL23AP80	0.4	0.4	1	-	NoDiff
Z99572.1	3.2	0.3	1	-	NoDiff
PDCL3P5	2.8	0.6	1	-	NoDiff
AC007256.1	2.2	-1.1	1	-	NoDiff
YWHAZP4	2.8	0.2	1	-	NoDiff
AC084880.1	5.7	-0.4	1	-	NoDiff
CNN2P9	3.7	-0.8	1	-	NoDiff
RPL7AP60	0.8	-2.3	1	-	NoDiff
RF00017	1.1	-1.9	1	-	NoDiff
GIMAP1	1.5	2.5	1	-	NoDiff
NCLP1	1.7	0.8	1	-	NoDiff
RPL12P38	2.5	0.1	1	-	NoDiff
ST13P10	0.6	-1.8	1	-	NoDiff
EEF1A1P16	1.2	1	1	-	NoDiff
HIST2H3DP1	2	0	1	-	NoDiff
EEF1B2P6	0.6	0.3	1	-	NoDiff
TSGA13	3.1	1.7	1	-	NoDiff
MARCKSL1P1	3.1	-0.8	1	-	NoDiff
AC090114.1	0.6	-0.1	1	-	NoDiff
RPL23AP45	4.3	1	1	-	NoDiff
PGK1P2	0.7	0.6	1	-	NoDiff
AC008481.1	0.8	1.3	1	-	NoDiff
AC008481.2	1.3	0.7	1	-	NoDiff
RPS7P11	2.6	0	1	-	NoDiff
NAP1L1P3	0.6	1.6	1	-	NoDiff
LINC00671	1.6	1.7	1	-	NoDiff
AC105052.2	0.8	0	1	-	NoDiff
RPSAP46	0.6	0.3	1	-	NoDiff
AC022210.1	0.8	-0.7	1	-	NoDiff
PTPRCAP	2.9	-2.2	1	-	NoDiff
ANXA2P1	0.9	1	1	-	NoDiff
HNRNPA1P33	3.5	-1.1	1	-	NoDiff
VTI1BP2	0.6	0.7	1	-	NoDiff
RPL18AP3	19.3	-0.7	1	-	NoDiff
FIRRE	6.2	0.4	1	-	NoDiff
TTLL13P	1.6	0.6	1	-	NoDiff
PPIAP16	1.1	0	1	-	NoDiff
IMPDH1P5	1.1	-0.5	1	-	NoDiff
AL731556.1	0.7	-1.2	1	-	NoDiff
AC132008.1	0.6	0.4	1	-	NoDiff
AC007000.1	4.5	-1.7	1	-	NoDiff
AC068050.1	0.8	-1.2	1	-	NoDiff
U73169.1	0.6	0.3	1	-	NoDiff
AC111200.1	1.3	0	1	-	NoDiff
SLC25A14P1	0.7	-2	1	-	NoDiff
RPL7AP50	1.5	0	1	-	NoDiff
RPL11P3	2.3	0.9	1	-	NoDiff
OLA1P2	1.6	-1.1	1	-	NoDiff
RPS7P14	0.8	-0.7	1	-	NoDiff
FAM209B	1.3	-0.7	1	-	NoDiff
AL356317.1	1.2	-2	1	-	NoDiff
AC020898.1	2	0.6	1	-	NoDiff
ACTBP2	0.8	-1.4	1	-	NoDiff
AC011487.1	3	0.2	1	-	NoDiff
KLRK1	5.1	0.4	1	-	NoDiff
CNN2P4	2.2	-1.9	1	-	NoDiff
CFL1P5	1.4	2.2	1	-	NoDiff
RPL21P75	2.3	1	1	-	NoDiff
AC044787.1	0.6	0	1	-	NoDiff
AL672310.1	1.6	-2.6	1	-	NoDiff
YBX1P10	1.2	1.6	1	-	NoDiff
TAF9BP1	0.8	0	1	-	NoDiff
AC092798.1	0.8	-0.5	1	-	NoDiff
NPM1P6	0.5	1.4	1	-	NoDiff
RPL13AP7	5.2	0.4	1	-	NoDiff
RPL5P8	2.8	-0.2	1	-	NoDiff
CCL27	1.2	3.6	1	-	NoDiff
HBE1	0.9	0.4	1	-	NoDiff
SEPHS1P6	0.7	-1.1	1	-	NoDiff
AC091153.1	1	0.8	1	-	NoDiff
AC006122.1	1	0.7	1	-	NoDiff
ZNF99	1.6	0.2	1	-	NoDiff
AC010615.1	3.7	-0.3	1	-	NoDiff
AC007277.1	1	0.1	1	-	NoDiff
AL157395.1	1.6	0.6	1	-	NoDiff
PGAM1P7	0.7	1.3	1	-	NoDiff
RPSAP61	1.1	-1.1	1	-	NoDiff
RRM2P3	2.5	-0.6	1	-	NoDiff
AC092474.1	1.8	0.2	1	-	NoDiff
LINC02418	1.3	1.2	1	-	NoDiff
LINC02347	2.5	0.1	1	-	NoDiff
RPL7P17	0.9	-0.7	1	-	NoDiff
PLAC9P1	1.5	-1.2	1	-	NoDiff
WEE2	1.5	0.6	1	-	NoDiff
PRDX1P1	3	0	1	-	NoDiff
LINC00887	5.8	-0.5	1	-	NoDiff
GCC2-AS1	4.1	2.3	1	-	NoDiff
XPOTP1	1.6	0	1	-	NoDiff
ST7-OT4	3.3	0.3	1	-	NoDiff
AC084017.1	2.8	0.4	1	-	NoDiff
AC004980.2	0.7	1.3	1	-	NoDiff
AC124312.1	0.9	1.8	1	-	NoDiff
LGMNP1	2.1	-0.6	1	-	NoDiff
AC046134.1	1.2	0	1	-	NoDiff
KRT8P14	2.9	-0.7	1	-	NoDiff
RPL39P5	0.5	-1.7	1	-	NoDiff
RF00017	2	-0.2	1	-	NoDiff
FOXI3	0.4	-0.3	1	-	NoDiff
VAC14-AS1	4.5	0.1	1	-	NoDiff
EFCAB9	0.7	-2	1	-	NoDiff
AC009967.1	1.5	1	1	-	NoDiff
RPS3AP26	4.9	1.2	1	-	NoDiff
TUBAP2	1	0.7	1	-	NoDiff
GOLGA2P8	1.2	-0.4	1	-	NoDiff
PLIN5	5.1	-1.1	1	-	NoDiff
SPINK13	1	1.4	1	-	NoDiff
NOTO	1.8	0.9	1	-	NoDiff
KRT42P	3.1	-0.1	1	-	NoDiff
ZNF705E	3	-1.1	1	-	NoDiff
RPS15AP1	0.9	-1.4	1	-	NoDiff
LRRC37A11P	3.4	0.8	1	-	NoDiff
AC019077.1	3.5	-0.5	1	-	NoDiff
SLC6A10P	3	-2.2	1	-	NoDiff
AC073592.1	2.3	-0.2	1	-	NoDiff
KRT8P26	4.3	0	1	-	NoDiff
AC116407.1	1.8	1.3	1	-	NoDiff
CDIPTOSP	4.6	-0.4	1	-	NoDiff
AC010168.1	2.1	0.2	1	-	NoDiff
AC098934.1	1.9	1.7	1	-	NoDiff
AC090921.1	3.8	-0.1	1	-	NoDiff
MPRIPP1	4.5	1.6	1	-	NoDiff
UPF3AP2	4.7	0.1	1	-	NoDiff
AC114744.1	5.8	-0.7	1	-	NoDiff
LINC00612	3	1.3	1	-	NoDiff
APOC1P1	2	-0.5	1	-	NoDiff
SRSF9P1	1	1.3	1	-	NoDiff
SMTNL1	2.6	-0.4	1	-	NoDiff
AL772337.1	1.7	0.5	1	-	NoDiff
RPS9P1	2.7	2.1	1	-	NoDiff
LINC00243	3.6	-1.7	1	-	NoDiff
AC104472.1	2.8	-0.5	1	-	NoDiff
NPIPA8	77.4	-0.3	1	-	NoDiff
AC113167.1	2	0.4	1	-	NoDiff
AP000317.1	1.7	1.1	1	-	NoDiff
PPIAP29	1.4	-0.1	1	-	NoDiff
DNAJA1P3	1	0.2	1	-	NoDiff
AC131097.1	0.8	-1.2	1	-	NoDiff
GNL3LP1	5	0.9	1	-	NoDiff
EEF1A1P29	1.9	0.1	1	-	NoDiff
AL731733.1	2.4	0	1	-	NoDiff
AMD1P4	2.4	-0.7	1	-	NoDiff
AC138409.1	1.7	-0.6	1	-	NoDiff
AC025262.1	0.8	-1.3	1	-	NoDiff
LINC00269	2	0.3	1	-	NoDiff
GOLGA6B	0.9	2.9	1	-	NoDiff
FAM166B	1.3	-0.1	1	-	NoDiff
C5orf49	0.8	-0.4	1	-	NoDiff
UBA52P6	2.5	-0.5	1	-	NoDiff
AL592293.1	3.5	0.5	1	-	NoDiff
LINC02649	4.1	0	1	-	NoDiff
KCNU1	5.5	-0.1	1	-	NoDiff
RNF212B	1.4	0	1	-	NoDiff
HMGB3P24	1.8	-0.3	1	-	NoDiff
TMCO5B	0.6	-0.7	1	-	NoDiff
ASS1P10	0.8	-3.4	1	-	NoDiff
SLC25A5P1	2.4	-0.2	1	-	NoDiff
ACTG1P3	3	1.4	1	-	NoDiff
HMGB3P7	2.9	-1.6	1	-	NoDiff
Z82180.1	3.1	0.9	1	-	NoDiff
AATBC	3.1	0.8	1	-	NoDiff
HNRNPA1P7	1.2	1	1	-	NoDiff
AP005901.1	1.4	0.1	1	-	NoDiff
LINC00189	1.1	0.5	1	-	NoDiff
ANKRD20A11P	1.3	0	1	-	NoDiff
GRK6P1	1	1.6	1	-	NoDiff
BCORP1	0.6	-0.8	1	-	NoDiff
AC114730.1	0.8	-3.2	1	-	NoDiff
AL390728.2	2.4	0.9	1	-	NoDiff
SDHAP2	1.5	3.9	1	-	NoDiff
AL451074.1	0.7	0.8	1	-	NoDiff
AP002761.1	1.3	0	1	-	NoDiff
PDZK1P1	3.4	2	1	-	NoDiff
LINC01356	2.1	0.7	1	-	NoDiff
MARCKSL1P2	0.9	-0.1	1	-	NoDiff
AL354702.1	0.7	-1.1	1	-	NoDiff
MIR450B	0.9	1	1	-	NoDiff
AC078819.1	1	0.9	1	-	NoDiff
AL022722.1	1.3	-0.3	1	-	NoDiff
HIST1H1PS1	0.7	-0.9	1	-	NoDiff
AL136968.1	1.4	0.3	1	-	NoDiff
IFI30	37.7	2.4	1	-	NoDiff
IGSF23	3.9	0.9	1	-	NoDiff
GAPDHP72	0.6	1.1	1	-	NoDiff
AL133406.1	1.5	-0.4	1	-	NoDiff
TUBB2BP1	1	-1.9	1	-	NoDiff
RPS2P55	2.4	-0.5	1	-	NoDiff
ZNF603P	0.5	1.5	1	-	NoDiff
AL355312.1	5.2	0.6	1	-	NoDiff
RPL10P1	0.7	-2	1	-	NoDiff
TPT1P4	5.5	-0.3	1	-	NoDiff
Z98755.1	4.1	0	1	-	NoDiff
SYCE3	0.6	-0.4	1	-	NoDiff
AL158066.1	1.1	-3.7	1	-	NoDiff
AL627402.1	0.7	1	1	-	NoDiff
RPS3AP24	0.5	0.4	1	-	NoDiff
AC073263.1	1.2	0.5	1	-	NoDiff
RPS10P3	1	-1	1	-	NoDiff
LDHAL6FP	0.7	-2.1	1	-	NoDiff
AL390719.1	4.8	-0.3	1	-	NoDiff
CICP18	1.1	0.4	1	-	NoDiff
AL109955.1	1.9	0.3	1	-	NoDiff
AL512329.1	5.8	1.6	1	-	NoDiff
AL021407.3	0.7	0.8	1	-	NoDiff
KRT18P22	0.8	-3.3	1	-	NoDiff
AC016739.1	1.3	2.9	1	-	NoDiff
AC136632.1	1.4	-0.4	1	-	NoDiff
MORF4L1P1	1.7	0.4	1	-	NoDiff
CDC14C	3.8	0.5	1	-	NoDiff
RAET1K	2.7	1.1	1	-	NoDiff
AC110619.1	4.1	0	1	-	NoDiff
AL591135.1	1.9	-0.4	1	-	NoDiff
AL590867.2	2.2	4.5	1	-	NoDiff
GAPDHP63	0.7	-1	1	-	NoDiff
AL117344.1	4.4	-0.1	1	-	NoDiff
FAM138C	4.3	0.4	1	-	NoDiff
TUBB8P2	1.4	0.5	1	-	NoDiff
ARL4AP5	1.5	-0.3	1	-	NoDiff
CELA3B	1	-1	1	-	NoDiff
NPM1P37	0.9	0.1	1	-	NoDiff
Z97206.1	2.1	-3.8	1	-	NoDiff
HNRNPA3P12	4.5	-0.3	1	-	NoDiff
AL592114.1	0.7	2.1	1	-	NoDiff
AC138392.1	1.1	0	1	-	NoDiff
AL035555.1	1	0.6	1	-	NoDiff
ZNF602P	1.3	-1	1	-	NoDiff
HSPA8P15	2	-1.3	1	-	NoDiff
CATSPERZ	1.7	1.1	1	-	NoDiff
TAFA5	1.6	-1.1	1	-	NoDiff
AC019155.2	4.8	-0.1	1	-	NoDiff
AL355802.1	2.8	-1.9	1	-	NoDiff
AP000580.1	1.3	-0.1	1	-	NoDiff
ZNF259P1	3.5	-2.8	1	-	NoDiff
AL590143.1	1.1	-0.2	1	-	NoDiff
BMPR1AP1	1	-1.9	1	-	NoDiff
AL133260.1	3.1	-0.3	1	-	NoDiff
PPIAP9	0.8	2.1	1	-	NoDiff
RPL23AP47	1.1	-3.7	1	-	NoDiff
GAPDHP42	0.6	1.5	1	-	NoDiff
OR7E104P	1.4	-0.9	1	-	NoDiff
AL391416.1	0.5	1.4	1	-	NoDiff
AL391422.1	6	-0.5	1	-	NoDiff
LINC02076	3.8	0.6	1	-	NoDiff
AC093802.1	5.7	0.4	1	-	NoDiff
HNRNPH1P1	4.1	-0.5	1	-	NoDiff
PPIAP74	1.9	-0.7	1	-	NoDiff
FCF1P5	0.6	-0.6	1	-	NoDiff
YAP1P1	1.4	0	1	-	NoDiff
AL136310.1	1.1	0	1	-	NoDiff
HTR5A-AS1	1.1	0.5	1	-	NoDiff
RPL35P2	1	-1.8	1	-	NoDiff
AL583834.1	0.9	-0.1	1	-	NoDiff
AL139094.1	1.7	2.2	1	-	NoDiff
RPL5P18	1.8	1.2	1	-	NoDiff
RPL21P28	4.4	0.1	1	-	NoDiff
RPSAP44	1.9	4.2	1	-	NoDiff
RPL21P119	3	-1.4	1	-	NoDiff
HSPE1P26	2	1.4	1	-	NoDiff
AC246793.1	1.8	0.2	1	-	NoDiff
AL023807.1	3.4	-0.5	1	-	NoDiff
RF00012	0.7	-0.3	1	-	NoDiff
SNORA11F	0.8	0	1	-	NoDiff
AL513534.1	0.9	0.5	1	-	NoDiff
MIR1302-8	0.6	1.5	1	-	NoDiff
RNU6ATAC18P	3.4	-0.5	1	-	NoDiff
SNORD100	1.6	0	1	-	NoDiff
MIR1245A	0.5	0.4	1	-	NoDiff
RNU6ATAC16P	0.8	0	1	-	NoDiff
MIR1285-1	0.5	0.5	1	-	NoDiff
SNORD99	1.4	-0.5	1	-	NoDiff
MIR1249	1.3	-0.9	1	-	NoDiff
SNORA77	0.7	-1.2	1	-	NoDiff
SNORA11	1.5	-0.3	1	-	NoDiff
MIR548I1	1.3	-2.1	1	-	NoDiff
SNORD93	1.3	0	1	-	NoDiff
AC021590.1	1.1	-1.4	1	-	NoDiff
OR6B1	1.3	-0.4	1	-	NoDiff
EBF2	7.7	0.1	1	-	NoDiff
GAS8-AS1	1.4	1.7	1	-	NoDiff
OR2A5	4.5	-0.1	1	-	NoDiff
C7orf65	0.9	2.3	1	-	NoDiff
KRTAP1-5	4.9	-1.9	1	-	NoDiff
OR2A12	0.6	1	1	-	NoDiff
PLXNA4	833.2	-2.8	1	-	NoDiff
ZNF816-ZNF321P	1.5	-1.9	1	-	NoDiff
HMSD	4.2	-2.7	1	-	NoDiff
C19orf73	3.2	-0.2	1	-	NoDiff
OR2A25	1.3	-1	1	-	NoDiff
FXYD7	1.1	1.3	1	-	NoDiff
MYBPHL	0.8	-0.7	1	-	NoDiff
HDAC4-AS1	3.8	-0.6	1	-	NoDiff
AC023469.1	1.7	1.6	1	-	NoDiff
LINC01124	0.6	1.5	1	-	NoDiff
KIAA2012-AS1	3.1	0.8	1	-	NoDiff
AC079305.1	2.1	-0.1	1	-	NoDiff
AL031587.1	1	0.8	1	-	NoDiff
RN7SKP26	0.8	-2.3	1	-	NoDiff
RNU6-892P	0.6	1.5	1	-	NoDiff
RNA5SP118	1.3	-1.4	1	-	NoDiff
SNORD19C	3.6	-0.6	1	-	NoDiff
SNORD12B	2	0.3	1	-	NoDiff
RNA5SP203	0.9	1.3	1	-	NoDiff
RNU2-28P	1.4	-0.5	1	-	NoDiff
RN7SKP281	0.7	-1.1	1	-	NoDiff
RN7SKP150	1.2	-0.1	1	-	NoDiff
RN7SKP271	0.6	0.1	1	-	NoDiff
SNORA79B	0.8	-1.4	1	-	NoDiff
RNU2-52P	0.9	-0.6	1	-	NoDiff
RNU2-51P	0.6	1.5	1	-	NoDiff
RNU4-72P	0.7	0.9	1	-	NoDiff
RNU6-920P	0.6	-0.7	1	-	NoDiff
RN7SKP97	2.9	-0.6	1	-	NoDiff
RN7SKP181	1.7	1	1	-	NoDiff
RN7SKP17	0.4	0.4	1	-	NoDiff
RNY3P8	2.6	0.6	1	-	NoDiff
RN7SKP30	0.5	0.3	1	-	NoDiff
RNU6-722P	0.7	0.9	1	-	NoDiff
RNU6-516P	0.8	-2.4	1	-	NoDiff
AC137630.1	4.2	-0.4	1	-	NoDiff
AL590666.1	1.5	1	1	-	NoDiff
AC005104.1	3.9	-0.5	1	-	NoDiff
LINC01778	3.3	1.9	1	-	NoDiff
LINC02068	1.1	-1.1	1	-	NoDiff
AL445685.1	0.6	-1.7	1	-	NoDiff
AL118511.1	2.6	-0.8	1	-	NoDiff
TRIM49D1	1.4	-4	1	-	NoDiff
MTND6P21	0.7	-2	1	-	NoDiff
AC011625.1	0.6	-2	1	-	NoDiff
TH2LCRR	1	-1	1	-	NoDiff
USP17L2	2.7	0.2	1	-	NoDiff
AL590632.1	0.9	1.4	1	-	NoDiff
LMO7DN-IT1	4.8	2.6	1	-	NoDiff
LINC01825	1.8	2.5	1	-	NoDiff
AC099681.1	0.8	1	1	-	NoDiff
AL731537.1	3	-0.3	1	-	NoDiff
AC114402.1	1	-0.1	1	-	NoDiff
CDRT15	2.2	-2	1	-	NoDiff
AL683807.1	3.1	-0.2	1	-	NoDiff
CSNK1A1P1	4.6	0.7	1	-	NoDiff
AC093690.1	3.1	0	1	-	NoDiff
EEF1A1P8	2.7	1.1	1	-	NoDiff
AL024497.1	2.5	-0.8	1	-	NoDiff
MTND5P28	0.7	-0.2	1	-	NoDiff
TMSB4XP4	1.6	0.2	1	-	NoDiff
AC005165.1	3.5	0	1	-	NoDiff
AP001599.1	0.5	-1.5	1	-	NoDiff
DHRSX-IT1	1.6	-0.8	1	-	NoDiff
AL355001.1	1.8	1.1	1	-	NoDiff
AL513365.1	0.6	0.2	1	-	NoDiff
LINC01312	1.1	-2.9	1	-	NoDiff
LINC02142	3	0.2	1	-	NoDiff
AL138733.1	0.6	0.8	1	-	NoDiff
HBD	4.5	0.2	1	-	NoDiff
LINC01044	1	1.6	1	-	NoDiff
RFPL4A	3.7	-3.9	1	-	NoDiff
BX284668.1	0.8	-2.4	1	-	NoDiff
AL078459.1	3.3	0.9	1	-	NoDiff
NDUFB4P8	0.6	0.3	1	-	NoDiff
EEF1A1P24	1	1.6	1	-	NoDiff
LINC00571	4.1	0.8	1	-	NoDiff
RAET1E-AS1	1.4	0.2	1	-	NoDiff
AC069213.1	1	1.2	1	-	NoDiff
AL109659.1	1.6	0.2	1	-	NoDiff
AC023157.1	30.4	-0.1	1	-	NoDiff
BX842568.2	0.8	0.3	1	-	NoDiff
AC009226.1	1.4	0.9	1	-	NoDiff
AC034195.1	0.5	0.5	1	-	NoDiff
SUPT20HL1	0.9	2.2	1	-	NoDiff
AC098828.2	0.7	-0.1	1	-	NoDiff
MED15P9	0.9	0.8	1	-	NoDiff
AL513217.1	4.4	-0.8	1	-	NoDiff
LGALS8-AS1	1.8	0	1	-	NoDiff
AL357507.1	1	3.4	1	-	NoDiff
RPS20P14	0.9	-0.8	1	-	NoDiff
LINC00114	1.4	-1.1	1	-	NoDiff
AL589684.1	2.9	4.1	1	-	NoDiff
AC073365.1	2.8	1.5	1	-	NoDiff
AC007255.1	0.5	-0.4	1	-	NoDiff
AL603910.1	1.1	-0.3	1	-	NoDiff
DAZAP2P1	0.6	0.2	1	-	NoDiff
AL161935.1	3.5	3.1	1	-	NoDiff
AL645941.1	3	-0.6	1	-	NoDiff
FAM95B1	3	-0.4	1	-	NoDiff
AL360093.1	2.3	0	1	-	NoDiff
EFCAB6-AS1	1.1	-1.2	1	-	NoDiff
AL354893.1	0.7	0.8	1	-	NoDiff
AC147651.1	4.3	0	1	-	NoDiff
AC007403.1	1	-1.8	1	-	NoDiff
NBEAP3	0.5	-0.7	1	-	NoDiff
AC073073.1	4.5	-0.3	1	-	NoDiff
SEC13P1	0.7	0.3	1	-	NoDiff
AP001469.1	4.7	0.4	1	-	NoDiff
LINC02471	3.1	-0.3	1	-	NoDiff
AC009237.1	1.5	-0.6	1	-	NoDiff
ASS1P2	2	0.9	1	-	NoDiff
AC010136.1	0.6	1.7	1	-	NoDiff
LGALSL-DT	1.4	1.1	1	-	NoDiff
AC016738.1	3.9	-0.5	1	-	NoDiff
AC002456.1	5	-1.1	1	-	NoDiff
LINC01441	2.4	-0.1	1	-	NoDiff
AL390728.3	1.2	0.4	1	-	NoDiff
LINC01449	3	-0.3	1	-	NoDiff
MIR181A2HG	1.9	0.4	1	-	NoDiff
TCEAL3-AS1	0.8	-1.2	1	-	NoDiff
